name,domestic_gross,num_movies,avg_gross
Jan Rabson,"$2,318,963,029",8,"$289,870,379"
Michael Papajohn,"$2,314,625,522",27,"$85,726,871"
William Fichtner,"$2,312,380,310",30,"$77,079,344"
Woody Harrelson,"$2,309,761,297",20,"$115,488,065"
Fred Tatasciore,"$2,309,246,810",27,"$85,527,660"
B.D. Wong,"$2,306,905,457",14,"$164,778,961"
Debi Derryberry,"$2,295,016,086",17,"$135,000,946"
Laurence Fishburne,"$2,276,179,710",25,"$91,047,188"
Keith David,"$2,250,807,467",48,"$46,891,822"
Hayley Atwell,"$2,245,058,122",12,"$187,088,177"
Joan Cusack,"$2,237,714,964",33,"$67,809,544"
Tyrese Gibson,"$2,235,414,283",13,"$171,954,945"
Phil LaMarr,"$2,206,530,904",13,"$169,733,146"
Ving Rhames,"$2,204,063,906",27,"$81,631,997"
David Bradley,"$2,196,642,088",18,"$122,035,672"
Laura Dern,"$2,184,046,494",19,"$114,949,815"
Anthony Mackie,"$2,179,887,095",28,"$77,853,111"
Chris Renaud,"$2,157,407,130",8,"$269,675,891"
Sam Neill,"$2,156,048,313",21,"$102,668,967"
Jeffrey Tambor,"$2,147,743,340",32,"$67,116,979"
Richard Griffiths,"$2,147,564,426",14,"$153,397,459"
Adrian Rawlins,"$2,145,537,353",12,"$178,794,779"
Peter Dinklage,"$2,138,099,269",19,"$112,531,540"
Gwyneth Paltrow,"$2,132,822,771",10,"$213,282,277"
Ian McDiarmid,"$2,132,347,324",9,"$236,927,480"
Philip Seymour Hoffman,"$2,131,648,408",21,"$101,507,067"
Jim Broadbent,"$2,128,130,903",33,"$64,488,815"
Kathy Bates,"$2,125,036,977",30,"$70,834,566"
Paul Rudd,"$2,113,467,665",16,"$132,091,729"
Alfie Enoch,"$2,095,933,041",8,"$261,991,630"
Diane Lane,"$2,081,628,488",17,"$122,448,735"
Ken Jeong,"$2,063,438,696",24,"$85,976,612"
Marton Csokas,"$2,046,292,204",30,"$68,209,740"
Kristen Wiig,"$2,042,877,291",21,"$97,279,871"
Oscar Isaac,"$2,040,618,889",15,"$136,041,259"
Kerry Condon,"$2,039,083,914",14,"$145,648,851"
Michael Beattie,"$2,030,826,258",9,"$225,647,362"
Bill Paxton,"$2,015,619,239",24,"$83,984,135"
Daniel Cudmore,"$2,007,699,886",11,"$182,518,171"
Thomas Haden Church,"$2,002,652,823",22,"$91,029,674"
Michelle Yeoh,"$1,997,208,325",12,"$166,434,027"
Cillian Murphy,"$1,994,584,338",12,"$166,215,362"
John Kassir,"$1,992,419,993",12,"$166,034,999"
Maximiliano Hernández,"$1,983,054,900",8,"$247,881,863"
John Hurt,"$1,970,894,488",25,"$78,835,780"
Keegan-Michael Key,"$1,966,215,918",20,"$98,310,796"
Cobie Smulders,"$1,956,899,177",10,"$195,689,918"
Pierre Coffin,"$1,953,046,060",6,"$325,507,677"
Richard Jenkins,"$1,943,897,731",39,"$49,843,532"
Jon Voight,"$1,942,254,770",25,"$77,690,191"
Bryce Dallas Howard,"$1,926,885,234",10,"$192,688,523"
Brian T. Delaney,"$1,922,082,048",9,"$213,564,672"
Clark Gregg,"$1,915,218,146",24,"$79,800,756"
Matt Gerald,"$1,914,959,005",11,"$174,087,182"
Will Arnett,"$1,914,278,969",18,"$106,348,832"
Mona Marshall,"$1,909,246,366",13,"$146,865,105"
Ken Leung,"$1,906,332,606",13,"$146,640,970"
Billy Dee Williams,"$1,894,586,861",12,"$157,882,238"
Hannibal Buress,"$1,894,128,753",14,"$135,294,911"
Laurie Metcalf,"$1,891,565,269",20,"$94,578,263"
David Wenham,"$1,887,364,388",16,"$117,960,274"
Bruce McGill,"$1,887,181,894",41,"$46,028,827"
John Rhys-Davies,"$1,884,610,759",20,"$94,230,538"
Alec Baldwin,"$1,884,484,259",29,"$64,982,216"
Bobby Cannavale,"$1,877,340,869",37,"$50,738,942"
Cheech Marin,"$1,877,340,414",24,"$78,222,517"
Rhys Ifans,"$1,877,321,795",23,"$81,622,687"
Sean Bean,"$1,874,231,472",19,"$98,643,762"
David Thewlis,"$1,874,134,146",27,"$69,412,376"
Tim Rose,"$1,873,308,610",3,"$624,436,203"
Bob Peterson,"$1,871,367,964",6,"$311,894,661"
Rene Russo,"$1,871,126,990",12,"$155,927,249"
Jemaine Clement,"$1,869,229,113",13,"$143,786,855"
Frank Grillo,"$1,864,864,102",20,"$93,243,205"
Ralph Ineson,"$1,862,869,012",21,"$88,708,048"
Jonah Hill,"$1,833,914,002",19,"$96,521,790"
John Cygan,"$1,831,343,060",7,"$261,620,437"
Chris Ellis,"$1,826,351,385",20,"$91,317,569"
James Marsden,"$1,821,493,983",26,"$70,057,461"
Michael Sheen,"$1,820,735,515",25,"$72,829,421"
Ian Holm,"$1,817,414,117",17,"$106,906,713"
Whoopi Goldberg,"$1,815,834,289",26,"$69,839,780"
Chris Cooper,"$1,815,357,803",29,"$62,598,545"
CCH Pounder,"$1,813,330,898",10,"$181,333,090"
Jeff Garlin,"$1,808,874,663",19,"$95,203,930"
Tony Shalhoub,"$1,808,480,707",25,"$72,339,228"
Dileep Rao,"$1,803,974,236",6,"$300,662,373"
Bobby Moynihan,"$1,803,139,541",15,"$120,209,303"
Kiran Shah,"$1,794,161,386",6,"$299,026,898"
Florence Kasumba,"$1,791,438,456",3,"$597,146,152"
Dakota Fanning,"$1,784,762,822",14,"$127,483,059"
Richard Kind,"$1,784,394,901",22,"$81,108,859"
Bill Nighy,"$1,780,842,085",30,"$59,361,403"
Karan Soni,"$1,778,210,856",15,"$118,547,390"
Ted Raimi,"$1,775,577,137",17,"$104,445,714"
Ty Simpkins,"$1,766,389,615",12,"$147,199,135"
Christopher Fairbank,"$1,765,129,099",12,"$147,094,092"
David Dastmalchian,"$1,758,119,356",16,"$109,882,460"
Rance Howard,"$1,755,260,519",30,"$58,508,684"
John Lithgow,"$1,753,221,308",28,"$62,615,047"
Benedict Wong,"$1,752,115,687",18,"$97,339,760"
Dominic Monaghan,"$1,749,416,671",8,"$218,677,084"
Ralph Fiennes,"$1,744,284,687",15,"$116,285,646"
Stephen Lang,"$1,742,454,207",18,"$96,803,012"
Brian Cox,"$1,732,624,640",43,"$40,293,596"
Judi Dench,"$1,731,351,111",19,"$91,123,743"
Alec Guinness,"$1,730,728,252",8,"$216,341,032"
Brad Bird,"$1,729,875,115",4,"$432,468,779"
Eddie Marsan,"$1,722,591,261",35,"$49,216,893"
Lee Pace,"$1,722,479,572",12,"$143,539,964"
Imelda Staunton,"$1,721,460,096",16,"$107,591,256"
Eugene Levy,"$1,719,823,155",24,"$71,659,298"
Dominic West,"$1,717,605,892",17,"$101,035,641"
Jamie Waylett,"$1,714,290,864",6,"$285,715,144"
Hiroyuki Sanada,"$1,713,423,808",13,"$131,801,831"
Greg Ellis,"$1,711,435,123",11,"$155,585,011"
Nick Offerman,"$1,711,123,550",30,"$57,037,452"
John Goodman,"$1,707,722,303",32,"$53,366,322"
Kristen Schaal,"$1,707,460,082",18,"$94,858,893"
Lupita Nyong'o,"$1,705,257,760",4,"$426,314,440"
Kevin Dunn,"$1,699,054,547",31,"$54,808,211"
Callan Mulvey,"$1,698,805,393",16,"$106,175,337"
Anthony Anderson,"$1,692,753,112",22,"$76,943,323"
Christopher Walken,"$1,692,324,325",26,"$65,089,397"
Liam Neeson,"$1,690,731,579",27,"$62,619,688"
Michael Clarke Duncan,"$1,687,707,413",22,"$76,713,973"
T.J. Miller,"$1,683,755,169",19,"$88,618,693"
Robert Zajonc,"$1,678,976,922",26,"$64,576,035"
Bernard Hill,"$1,678,791,286",10,"$167,879,129"
Josh Hutcherson,"$1,677,493,493",12,"$139,791,124"
Bruce Greenwood,"$1,672,832,757",32,"$52,276,024"
Amy Sedaris,"$1,671,437,401",17,"$98,319,847"
Jennifer Connelly,"$1,669,890,665",14,"$119,277,905"
Gary Weeks,"$1,661,930,884",14,"$118,709,349"
Steve Coulter,"$1,661,724,865",24,"$69,238,536"
Bruce Campbell,"$1,658,186,476",18,"$92,121,471"
John Ortiz,"$1,651,986,151",31,"$53,289,876"
Seth Rogen,"$1,651,812,796",15,"$110,120,853"
Jenny Slate,"$1,647,663,022",13,"$126,743,309"
Fiona Shaw,"$1,647,178,031",16,"$102,948,627"
Peter Serafinowicz,"$1,646,638,665",10,"$164,663,867"
Kevin McNally,"$1,646,409,773",15,"$109,760,652"
Michael Rooker,"$1,646,063,655",22,"$74,821,075"
Naomie Harris,"$1,640,922,745",12,"$136,743,562"
Luke Evans,"$1,639,484,607",15,"$109,298,974"
Catherine Keener,"$1,638,479,092",25,"$65,539,164"
Danny Trejo,"$1,634,000,385",38,"$43,000,010"
Jane Lynch,"$1,630,416,032",19,"$85,811,370"
Angela Bassett,"$1,628,276,737",21,"$77,536,987"
Peter Stormare,"$1,621,821,527",46,"$35,256,990"
Terry Notary,"$1,612,038,968",8,"$201,504,871"
Carla Gugino,"$1,610,056,881",23,"$70,002,473"
Richard Schiff,"$1,608,042,204",30,"$53,601,407"
Jamie Foxx,"$1,603,575,881",12,"$133,631,323"
Katie Leung,"$1,599,254,539",7,"$228,464,934"
Jonathan Pryce,"$1,597,436,139",20,"$79,871,807"
Christopher Plummer,"$1,596,132,027",25,"$63,845,281"
Tony Revolori,"$1,591,802,228",7,"$227,400,318"
Victor Garber,"$1,591,025,359",20,"$79,551,268"
Maya Rudolph,"$1,590,606,590",19,"$83,716,136"
James Franco,"$1,588,841,334",21,"$75,659,111"
Angourie Rice,"$1,587,407,793",6,"$264,567,966"
David Strathairn,"$1,582,884,905",34,"$46,555,438"
William Melling,"$1,578,582,879",6,"$263,097,147"
Mindy Sterling,"$1,577,066,605",16,"$98,566,663"
Billy Burke,"$1,575,409,042",12,"$131,284,087"
Conrad Vernon,"$1,575,049,633",10,"$157,504,963"
John Michael Higgins,"$1,571,562,021",23,"$68,328,784"
Peter Mensah,"$1,570,444,177",11,"$142,767,652"
Afshan Azad,"$1,562,459,028",5,"$312,491,806"
Max von Sydow,"$1,556,427,415",15,"$103,761,828"
Edie McClurg,"$1,556,320,243",24,"$64,846,677"
Kevin Dorman,"$1,554,760,725",3,"$518,253,575"
Julianne Moore,"$1,543,605,482",19,"$81,242,394"
J.B. Smoove,"$1,543,422,816",11,"$140,311,165"
Joe Pantoliano,"$1,540,548,245",30,"$51,351,608"
Cliff Curtis,"$1,538,619,050",21,"$73,267,574"
Ross Marquand,"$1,537,220,330",4,"$384,305,083"
Liam Hemsworth,"$1,536,566,718",5,"$307,313,344"
Blake Clark,"$1,533,372,529",13,"$117,951,733"
Helen Mirren,"$1,530,383,071",16,"$95,648,942"
Taika Waititi,"$1,530,222,458",7,"$218,603,208"
Jennifer Coolidge,"$1,528,968,021",27,"$56,628,445"
Allen Covert,"$1,525,389,731",18,"$84,743,874"
Dylan Baker,"$1,525,236,973",31,"$49,201,193"
Peter Facinelli,"$1,523,739,196",18,"$84,652,178"
Michael Keaton,"$1,523,660,253",14,"$108,832,875"
Liev Schreiber,"$1,523,329,348",28,"$54,404,620"
Kellan Lutz,"$1,517,960,344",10,"$151,796,034"
Robin Wright,"$1,517,421,920",19,"$79,864,312"
Nathan Fillion,"$1,517,236,090",16,"$94,827,256"
Rose Byrne,"$1,517,118,078",20,"$75,855,904"
Jodi Benson,"$1,516,687,456",6,"$252,781,243"
R. Lee Ermey,"$1,516,678,080",14,"$108,334,149"
Peter Cullen,"$1,515,029,115",8,"$189,378,639"
Sam Claflin,"$1,514,451,320",11,"$137,677,393"
John C. Reilly,"$1,508,118,112",27,"$55,856,226"
Antonio Banderas,"$1,501,827,487",15,"$100,121,832"
Dan Aykroyd,"$1,500,462,256",21,"$71,450,584"
Jackson Rathbone,"$1,500,149,006",12,"$125,012,417"
Jake Johnson,"$1,497,303,581",13,"$115,177,199"
Michelle Rodriguez,"$1,493,261,709",11,"$135,751,064"
Elizabeth Reaser,"$1,491,282,728",13,"$114,714,056"
Bronson Webb,"$1,488,862,937",10,"$148,886,294"
Graham McTavish,"$1,486,469,805",13,"$114,343,831"
Kevin Michael Richardson,"$1,483,853,198",10,"$148,385,320"
Ted Levine,"$1,480,388,964",22,"$67,290,407"
Carrie Fisher,"$1,480,192,677",13,"$113,860,975"
Ian McShane,"$1,479,833,016",25,"$59,193,321"
Sean Anthony Moran,"$1,469,297,416",2,"$734,648,708"
Emma Thompson,"$1,467,099,368",20,"$73,354,968"
Terence Stamp,"$1,464,879,323",19,"$77,098,912"
Randall Park,"$1,464,303,806",17,"$86,135,518"
Jennifer Garner,"$1,463,556,176",16,"$91,472,261"
Rob Delaney,"$1,462,961,623",11,"$132,996,511"
Flea,"$1,460,713,755",12,"$121,726,146"
Kirsten Dunst,"$1,460,612,736",16,"$91,288,296"
Jonathan Banks,"$1,458,755,431",13,"$112,211,956"
Orlando Bloom,"$1,458,444,796",8,"$182,305,600"
Jack Quaid,"$1,456,229,662",7,"$208,032,809"
Michael Shannon,"$1,455,712,950",28,"$51,989,748"
Isaach de Bankolé,"$1,452,524,556",19,"$76,448,661"
Paula Malcomson,"$1,451,565,156",8,"$181,445,645"
Willow Shields,"$1,451,538,526",5,"$290,307,705"
Robert Patrick,"$1,451,386,057",34,"$42,687,825"
Don Rickles,"$1,450,939,993",8,"$181,367,499"
Sean Astin,"$1,443,286,756",16,"$90,205,422"
Molly Shannon,"$1,442,452,929",30,"$48,081,764"
Frances de la Tour,"$1,438,669,948",17,"$84,627,644"
James Rebhorn,"$1,435,852,244",28,"$51,280,437"
Philip Baker Hall,"$1,433,883,946",30,"$47,796,132"
Harry Melling,"$1,427,411,754",10,"$142,741,175"
Danny Huston,"$1,426,692,910",30,"$47,556,430"
Tilda Swinton,"$1,423,070,480",15,"$94,871,365"
John Leguizamo,"$1,421,919,052",37,"$38,430,245"
Chris Rankin,"$1,418,837,415",5,"$283,767,483"
Zoë Kravitz,"$1,411,927,881",15,"$94,128,525"
Ronan Summers,"$1,411,410,112",6,"$235,235,019"
Jennifer Saunders,"$1,410,471,332",10,"$141,047,133"
Bill Nunn,"$1,408,587,911",16,"$88,036,744"
Casey Affleck,"$1,406,304,872",12,"$117,192,073"
Tom Hollander,"$1,405,976,213",22,"$63,908,010"
Sung Kang,"$1,404,530,667",13,"$108,040,821"
Jorge Lendeborg Jr,"$1,403,768,416",7,"$200,538,345"
David Schofield,"$1,402,726,882",8,"$175,340,860"
Anna Kendrick,"$1,402,607,553",16,"$87,662,972"
Missi Pyle,"$1,402,337,353",26,"$53,936,052"
Ashley Greene,"$1,400,879,202",15,"$93,391,947"
Vincent D'Onofrio,"$1,398,902,284",22,"$63,586,467"
Bill Smitrovich,"$1,396,727,784",16,"$87,295,487"
Gal Gadot,"$1,393,062,518",9,"$154,784,724"
Common,"$1,391,972,362",26,"$53,537,399"
John DiMaggio,"$1,390,799,691",8,"$173,849,961"
Jamie Campbell Bower,"$1,390,233,837",9,"$154,470,426"
Stephen Tobolowsky,"$1,389,764,680",37,"$37,561,208"
Kate Fleetwood,"$1,387,779,172",5,"$277,555,834"
Rupert Everett,"$1,385,727,370",19,"$72,933,019"
Seth Green,"$1,384,942,834",20,"$69,247,142"
Ray Winstone,"$1,381,816,023",16,"$86,363,501"
Catherine O'Hara,"$1,379,549,075",25,"$55,181,963"
Andrew Stanton,"$1,374,118,202",4,"$343,529,551"
Bruce Spence,"$1,373,629,074",11,"$124,875,370"
Adam Brown,"$1,372,695,828",7,"$196,099,404"
Jena Malone,"$1,371,407,947",19,"$72,179,366"
Luis Guzmán,"$1,371,238,117",43,"$31,889,259"
Nikki Reed,"$1,368,138,152",10,"$136,813,815"
Ray Stevenson,"$1,367,685,090",17,"$80,452,064"
Patrick Crowley,"$1,366,433,813",4,"$341,608,453"
Barry Pepper,"$1,356,935,970",20,"$67,846,799"
David Warner,"$1,355,862,344",12,"$112,988,529"
Helen McCrory,"$1,351,554,179",14,"$96,539,584"
Halle Berry,"$1,347,960,764",13,"$103,689,290"
Nick Kellington,"$1,342,842,968",3,"$447,614,323"
Colm Feore,"$1,342,613,313",24,"$55,942,221"
Omar Sy,"$1,341,736,433",8,"$167,717,054"
Ty Olsson,"$1,341,475,639",14,"$95,819,689"
Patrick Warburton,"$1,339,885,671",26,"$51,534,064"
Rob Riggle,"$1,339,661,864",19,"$70,508,519"
Hank Azaria,"$1,338,368,900",20,"$66,918,445"
Octavia Spencer,"$1,337,850,893",27,"$49,550,033"
James D'Arcy,"$1,337,157,133",13,"$102,858,241"
Austin Pendleton,"$1,329,630,886",17,"$78,213,582"
Bryan Cranston,"$1,324,411,276",21,"$63,067,204"
Stephen Fry,"$1,324,339,147",17,"$77,902,303"
Xander Berkeley,"$1,324,171,396",31,"$42,715,206"
Jorma Taccone,"$1,323,154,910",13,"$101,781,147"
Dee Bradley Baker,"$1,314,612,077",13,"$101,124,006"
Tommy Lister,"$1,314,427,155",16,"$82,151,697"
Danny DeVito,"$1,313,087,629",18,"$72,949,313"
Josh Duhamel,"$1,312,431,718",9,"$145,825,746"
Mark Hamill,"$1,312,039,895",13,"$100,926,146"
Michael Peña,"$1,309,217,474",26,"$50,354,518"
Mark Strong,"$1,306,827,129",27,"$48,401,005"
"Cuba Gooding, Jr.","$1,303,891,577",14,"$93,135,113"
Ken Watanabe,"$1,301,713,277",9,"$144,634,809"
Kelly Kilgour,"$1,298,582,959",3,"$432,860,986"
Don Cheadle,"$1,293,124,224",11,"$117,556,748"
Tessa Thompson,"$1,292,181,993",5,"$258,436,399"
Andy Nyman,"$1,289,967,065",11,"$117,269,733"
James Hong,"$1,288,514,524",23,"$56,022,371"
Jimmy Smits,"$1,287,646,078",7,"$183,949,440"
George Harris,"$1,286,281,389",7,"$183,754,484"
Joe Chrest,"$1,282,937,602",23,"$55,779,896"
Tracey Walter,"$1,282,812,029",24,"$53,450,501"
Chiwetel Ejiofor,"$1,281,772,103",20,"$64,088,605"
Phil Brown,"$1,279,291,792",3,"$426,430,597"
Gary Sinise,"$1,276,636,926",13,"$98,202,840"
Geoffrey Rush,"$1,276,239,099",13,"$98,172,238"
Richard E. Grant,"$1,275,419,249",25,"$51,016,770"
Alan Arkin,"$1,274,772,810",17,"$74,986,636"
Laz Alonso,"$1,273,954,827",14,"$90,996,773"
Natalia Tena,"$1,272,257,276",5,"$254,451,455"
Evanna Lynch,"$1,272,257,276",5,"$254,451,455"
Terry Crews,"$1,271,560,671",25,"$50,862,427"
Beth Grant,"$1,268,831,743",34,"$37,318,581"
Sterling K. Brown,"$1,268,793,119",9,"$140,977,013"
Mackenzie Crook,"$1,264,904,453",12,"$105,408,704"
Karl Urban,"$1,264,353,200",12,"$105,362,767"
Rhoda Griffis,"$1,263,085,326",17,"$74,299,137"
Danny Glover,"$1,262,245,478",27,"$46,749,833"
Liv Tyler,"$1,260,231,946",11,"$114,566,541"
Steve Zahn,"$1,257,229,650",24,"$52,384,569"
Ian McKellen,"$1,254,727,531",20,"$62,736,377"
Silas Carson,"$1,246,976,684",6,"$207,829,447"
Patrick Wilson,"$1,246,306,956",17,"$73,312,174"
Josh Peck,"$1,245,398,308",12,"$103,783,192"
Bill Camp,"$1,244,895,099",29,"$42,927,417"
Gwendoline Christie,"$1,241,305,234",7,"$177,329,319"
Cedric the Entertainer,"$1,240,617,714",22,"$56,391,714"
David Bailie,"$1,240,102,158",5,"$248,020,432"
Kyle MacLachlan,"$1,240,015,953",15,"$82,667,730"
Owen Wilson,"$1,237,969,646",10,"$123,796,965"
Annie Potts,"$1,235,774,602",10,"$123,577,460"
Michael Gough,"$1,235,173,458",12,"$102,931,122"
Dana Ivey,"$1,234,324,934",17,"$72,607,349"
Elijah Wood,"$1,232,304,783",14,"$88,021,770"
Dave Legeno,"$1,231,565,169",7,"$175,937,881"
Tim Blake Nelson,"$1,231,274,579",39,"$31,571,143"
Michael Giacchino,"$1,231,190,258",3,"$410,396,753"
Gil Birmingham,"$1,229,346,369",9,"$136,594,041"
Mahershala Ali,"$1,228,368,960",12,"$102,364,080"
Wes Studi,"$1,227,779,968",11,"$111,616,361"
Billie Lourd,"$1,226,341,489",6,"$204,390,248"
Daniel Bernhardt,"$1,221,016,655",14,"$87,215,475"
Cameron Bright,"$1,220,895,417",7,"$174,413,631"
Scott Glenn,"$1,218,482,549",27,"$45,128,983"
Chris ‘Ludacris’ Bridges,"$1,215,969,403",12,"$101,330,784"
Dale Dye,"$1,214,814,760",18,"$67,489,709"
Jack McGee,"$1,213,180,181",27,"$44,932,599"
Mel Brooks,"$1,213,179,042",9,"$134,797,671"
Genevieve O'Reilly,"$1,212,416,152",9,"$134,712,906"
Taraji P. Henson,"$1,210,095,391",15,"$80,673,026"
Benjamin Bratt,"$1,206,556,042",14,"$86,182,574"
Crispin Glover,"$1,205,492,564",18,"$66,971,809"
Alex Meraz,"$1,203,542,572",4,"$300,885,643"
Alfre Woodard,"$1,201,526,996",24,"$50,063,625"
Anna Paquin,"$1,201,416,348",14,"$85,815,453"
Harry J. Lennix,"$1,201,206,187",16,"$75,075,387"
Stephen Ure,"$1,200,104,171",6,"$200,017,362"
James DuMont,"$1,197,392,695",16,"$74,837,043"
Rami Malek,"$1,197,289,687",10,"$119,728,969"
Rade Sherbedgia,"$1,196,439,852",13,"$92,033,835"
Dan Hedaya,"$1,193,573,570",25,"$47,742,943"
Shane Rangi,"$1,193,233,779",5,"$238,646,756"
Oliver Platt,"$1,193,175,595",33,"$36,156,836"
Rachel House,"$1,192,506,970",8,"$149,063,371"
Bradley Whitford,"$1,191,339,823",27,"$44,123,697"
June Squibb,"$1,189,547,268",15,"$79,303,151"
Judah Friedlander,"$1,188,033,819",10,"$118,803,382"
Gerry Becker,"$1,185,847,360",13,"$91,219,028"
Thomas Kretschmann,"$1,185,771,050",22,"$53,898,684"
Kath Soucie,"$1,184,903,417",14,"$84,635,958"
Oliver Ford Davies,"$1,184,361,248",5,"$236,872,250"
Rosemary Harris,"$1,183,322,660",7,"$169,046,094"
Zeljko Ivanek,"$1,183,289,463",20,"$59,164,473"
Miranda Otto,"$1,183,174,332",13,"$91,013,410"
Sebastian Armesto,"$1,182,197,319",3,"$394,065,773"
Tobey Maguire,"$1,181,708,139",13,"$90,900,626"
